,TF,Target
21682,TCF12,PTP4A3
21683,ETS1,TMEM30A
21684,BCL11A,SFT2D2
21685,RUNX3,UQCC3
21686,TCF12,TIMP2
21687,EP300,RABGAP1
21688,SREBF2,ESYT2
21689,TAF1,HIVEP3
21690,LYL1,HHEX
21691,SIN3A,RPLP0
21692,FOS,SMCO4
21693,GATA3,RPL22L1
21694,CEBPA,IWS1
21695,SPIB,RP11-792A8.4
21696,FOS,ELAC2
21697,LMO2,OSCAR
21698,RUNX3,BCAS4
21699,GABPA,RNF138
21700,SPI1,WDR59
21701,EP300,PIGC
21702,SPI1,GFM1
21703,MAZ,ZNF414
21704,BHLHE40,CLN6
21705,CDK9,CCNK
21706,CBFB,UBE2H
21707,LMO2,GPN1
21708,IRF5,PLP2
21709,JUND,LILRA1
21710,POU2F2,MBD4
21711,GATA3,ADD1
21712,GABPA,HLA-DRA
21713,RXRA,HELB
21714,TBX21,SCGB3A1
21715,RXRA,TBCD
21716,ETS1,DBI
21717,SPI1,DDX60L
21718,ETS1,CD2AP
21719,CTBP2,MAP1S
21720,FLI1,ATP6V1F
21721,ATF3,ARMC6
21722,FOXP1,DDX10
21723,CEBPA,WARS
21724,RARA,PTPN9
21725,CTBP2,PSMB8-AS1
21726,CDK9,MZT2B
21727,CDK9,TNFAIP8L1
21728,ETS1,KIAA1551
21729,GABPA,ZYX
21730,SPI1,NEAT1
21731,ETS1,ZNF264
21732,TCF12,ZNF414
21733,LMO2,STAT5A
21734,FLI1,DHRSX
21735,IRF1,DDA1
21736,CTBP2,SEC24C
21737,TBP,GTF2H1
21738,GABPA,SDF4
21739,STAT1,STAT5B
21740,POU2F2,EZR
21741,CTBP2,TMEM2
21742,TAF1,CORO1B
21743,EP300,PAF1
21744,CDK9,CD59
21745,STAT1,NR1D2
21746,EP300,FAM96B
21747,STAT4,TGFBI
21748,LMO2,ITPK1
21749,CREBBP,SLC2A6
21750,FOXP1,PIEZO1
21751,CDK9,TSC22D2
21752,RXRA,PRR5
21753,IRF1,ISG20
21754,TBP,RPLP0
21755,CREBBP,PHF12
21756,BCL6,WDR59
21757,CEBPA,SRSF3
21758,POU2F2,PLCL2
21759,POLR2A,FAM78A
21760,FLI1,PAICS
21761,POU2F1,TCF12
21762,POU2F1,PER1
21763,RUNX3,CYBA
21764,ETS1,L3MBTL2
21765,SPIB,ITGA4
21766,CREBBP,GTF2H1
21767,TAF1,FES
21768,EP300,LACTB2
21769,POU2F2,ACTB
21770,CEBPA,TRIM22
21771,JUND,SUPT3H
21772,IRF5,N4BP2L2
21773,TAF1,MR1
21774,CREBBP,SYPL1
21775,CREBBP,RBM6
21776,BCL6,DDX60L
21777,BCL11A,TPD52
21778,TBX21,THEMIS
21779,CDK9,EXOSC7
21780,RARA,UHRF1BP1L
21781,ATF3,RNF144B
21782,FOXP1,MSH3
21783,ATF3,FNIP1
21784,BCL6,NEAT1
21785,EP300,C18orf8
21786,EP300,HSPA1A
21787,IRF1,GPX1
21788,MEF2C,PTPRJ
21789,STAT4,C11orf1
21790,CEBPA,EIF1AY
21791,BHLHE40,SLA2
21792,RUNX3,SLC7A6
21793,BATF,PLAC8
21794,SPI1,UQCRB
21795,EP300,SERGEF
21796,SPI1,MESDC2
21797,ETS1,MRPL23
21798,RAD21,WARS
21799,EP300,LAPTM5
21800,FOXP1,CHCHD10
21801,FLI1,C4orf27
21802,CTBP2,KDSR
21803,CREBBP,ING2
21804,FOS,CLN6
21805,BCL6,NT5C3A
21806,FOXP1,INTS5
21807,BHLHE40,GIMAP8
21808,POU2F2,PRDX5
21809,RUNX3,HMOX2
21810,ATF3,RP11-488L18.10
21811,CEBPA,NF1
21812,SPI1,FAM3A
21813,FOXP1,RNF11
21814,JUND,SLC18B1
21815,CDK9,TNPO3
21816,ZZZ3,CSF2RA
21817,RARA,SMCO4
21818,TBX21,CALM1
21819,FOXP1,KIAA0232
21820,POU2F2,GLRX3
21821,IRF5,PILRA
21822,FLI1,AC093673.5
21823,RXRA,DSTYK
21824,TCF12,DNAJC4
21825,JUND,PTMS
21826,ETV6,BCL2L1
21827,CREBBP,UPF2
21828,FOS,TMEM256
21829,IRF1,ARHGAP9
21830,MAZ,DDX19B
21831,ETS1,CCNK
21832,SPI1,MTG2
21833,GABPA,LMNA
21834,MAZ,C18orf32
21835,BCL6,UQCRB
21836,IRF1,TLE3
21837,TBX21,ADGRE2
21838,BCL6,MESDC2
21839,JUND,CD300E
21840,GABPA,CLIP4
21841,ETS1,TNFAIP8L1
21842,TBX21,RPS27
21843,MAZ,PDRG1
21844,RAD21,NPM1
21845,IRF5,RHOH
21846,ETV6,GADD45A
21847,IRF1,GGA2
21848,FOXP1,EML2
21849,ETV6,ZNF609
21850,CDK9,ATOX1
21851,EP300,NFE2L2
21852,POU2F2,C12orf75
21853,CREBBP,TNFAIP3
21854,POLR2A,TSTD1
21855,ETS1,MAVS
21856,FOS,YWHAB
21857,ESRRA,TPRA1
21858,STAT1,BRIX1
21859,BATF,RPL36A
21860,BCL6,FAM3A
21861,ETS1,CD59
21862,CEBPA,IKBKE
21863,CDK9,RUNX2
21864,ETS1,SLC10A3
21865,JUND,STT3A
21866,BCL11A,WDR82
21867,BATF,PTGER2
21868,STAT5B,GAMT
21869,FOS,SLA2
21870,PML,LRCH4
21871,NFYB,JUN
21872,FOS,FBXO18
21873,FLI1,PSTPIP2
21874,MAZ,B4GALT7
21875,LMO2,CAPZB
21876,MAZ,RPA2
21877,JUND,IRF8
21878,BCL6,MTG2
21879,ATF3,SERTAD2
21880,CEBPA,NOA1
21881,IRF5,STX3
21882,SPI1,CFD
21883,RXRA,MAPK6
21884,TAF1,SIPA1
21885,GABPA,CCDC14
21886,EP300,LINC01003
21887,FOS,DBF4
21888,IRF1,GGCX
21889,JUND,PSAP
21890,STAT5B,CD52
21891,CEBPA,CSNK1G2
21892,STAT4,PRMT7
21893,FOXP1,ALDOC
21894,ATF3,C1orf35
21895,FLI1,CHRM3-AS2
21896,SPIB,PRELID1
21897,CDK9,TECPR1
21898,BCL6,RNF166
21899,CEBPA,RSL1D1
21900,ETS1,TRAPPC2
21901,SPI1,AP3M2
21902,FOS,GIMAP8
21903,POU2F2,GDE1
21904,FOS,CHN2
21905,ZZZ3,BRK1
21906,POLR2A,VCPKMT
21907,TCF12,LYN
21908,STAT5B,SLFN12L
21909,NFYB,ESYT2
21910,CDK9,ZNF106
21911,BHLHE40,THRAP3
21912,BHLHE40,PASK
21913,EP300,LTBP3
21914,STAT5B,RPL4
21915,ATF3,IMPA2
21916,ATF2,HIST1H4C
21917,FOXP1,MATK
21918,ATF3,RPS14
21919,ATF2,CREB3L2
21920,LMO2,THRA
21921,SPIB,DUSP6
21922,STAT1,INTS5
21923,IRF5,C5AR1
21924,NFYB,IRF5
21925,IRF1,ZSWIM8
21926,CEBPA,PID1
21927,BHLHE40,MYL12B
21928,MEF2C,ARID5B
21929,MAZ,JAK3
21930,RAD21,TMEM134
21931,STAT5A,IFNAR2
21932,RXRA,CCND2
21933,IRF1,ADAM17
21934,EP300,LGALS8
21935,MAZ,RPL7A
21936,TCF12,SEMA4D
21937,CTBP2,RBM47
21938,IRF1,RABGAP1
21939,CTBP2,DNAJC13
21940,SPI1,EFHD2
21941,FLI1,VRK1
21942,ESRRA,SPCS2
21943,FOXP1,MPST
21944,FOXP1,RALGPS2
21945,LYL1,MLH3
21946,TBL1XR1,BIRC3
21947,ETS1,BAP1
21948,SPI1,PUM2
21949,ETS1,C1orf56
21950,CEBPA,LRRN3
21951,FOXP1,NCF2
21952,STAT4,APOL6
21953,LMO2,CRTAP
21954,CEBPA,DENND4A
21955,IRF1,PIGC
21956,ESRRA,HLA-C
21957,SPI1,UBAP2L
21958,BHLHE40,PFN1
21959,JUND,RP11-18H21.1
21960,GABPA,NUDCD3
21961,MAZ,RTFDC1
21962,NFYB,BAD
21963,JUND,NBEAL2
21964,CDK9,GSN
21965,IRF5,SLC8A1
21966,FLI1,ARHGEF40
21967,STAT5B,HLA-DMB
21968,TBP,DCAF15
21969,CTBP2,STK17A
21970,RAD21,CSNK1G2
21971,ESRRA,SLC4A1AP
21972,RARA,RPL21
21973,STAT4,RPS20
21974,GABPA,UBL3
21975,FLI1,DUSP1
21976,POU2F2,TMEM154
21977,CEBPA,GALNT11
21978,RARA,YWHAB
21979,RUNX3,CALHM2
21980,STAT1,PTP4A2
21981,RXRA,ADA
21982,CTBP2,PHACTR2
21983,EP300,SFR1
21984,BRD3,SUGP2
21985,STAT5B,CUTA
21986,SPI1,PPM1F
21987,TCF12,UBALD1
21988,STAT5B,TMA7
21989,BATF,GZMH
21990,GABPA,EDEM2
21991,CDK9,GALK2
21992,EP300,SMAP1
21993,TAF1,FBXL12
21994,EP300,TUG1
21995,IRF1,PAF1
21996,RUNX3,RASSF5
21997,IRF1,FAM96B
21998,IRF5,BCL6
21999,FOXP1,QSOX1
22000,RXRA,KIF22
22001,FLI1,RNF2
22002,SPI1,LRRC59
22003,BATF,SLCO3A1
22004,CDK9,MBOAT7
22005,BHLHE40,HLA-A
22006,GABPA,C21orf2
22007,FOXP1,AGTRAP
22008,BHLHE40,CTBP1
22009,ETS1,NUP85
22010,BRD3,RPP25L
22011,POLR2A,C6orf1
22012,GATA3,RPL18A
22013,NFYB,RTN4
22014,SPI1,APP
22015,ETS1,DGCR2
22016,CDK9,DCUN1D1
22017,IRF1,HSPA1A
22018,ETS1,FBXO25
22019,TBP,TMSB4X
22020,ESRRA,TIPARP
22021,CDK9,E2F3
22022,RARA,CHN2
22023,RARA,RGS3
22024,TAF1,CSF2RA
22025,RUNX3,ATXN1
22026,BCL6,SLC16A3
22027,BCL6,PPM1F
22028,RXRA,ANPEP
22029,RUNX3,PPP1CA
22030,TBP,ZZEF1
22031,GABPA,RPL12
22032,POLR2A,CHMP4A
22033,ATF3,LTB4R
22034,BATF,SIRPB1
22035,STAT4,MARCH1
22036,FOXP1,ITGA6
22037,GABPA,UCK1
22038,STAT5B,SAT1
22039,CTBP2,EPHA1-AS1
22040,GABPA,NT5C2
22041,GABPA,PLK3
22042,FOS,ZFP36L2
22043,IRF1,LAPTM5
22044,POU2F1,MAVS
22045,JUND,MIAT
22046,ETV6,ADAP1
22047,CREBBP,TMSB4X
22048,BATF,PKM
22049,ELF1,JADE2
22050,GABPA,LRPPRC
22051,CTBP2,SCO2
22052,NFYB,ALKBH7
22053,CDK9,MAPKAPK2
22054,GATA3,TSTD1
22055,RUNX3,WDR59
22056,FOS,LTBR
22057,STAT1,PLEC
22058,CDK9,BTG1
22059,SPI1,LTBP4
22060,POU2F1,SLC10A3
22061,EP300,LEO1
22062,STAT5B,WHSC1L1
22063,RXRA,LAMTOR5
22064,MAZ,ODF2
22065,CREBBP,RGCC
22066,RXRA,TNFAIP2
22067,GABPA,CHERP
22068,EP300,METTL4
22069,CTBP2,SEC62
22070,SPI1,SGTA
22071,CBFB,PPM1M
22072,GABPA,TACC3
22073,TBX21,RPL3
22074,CEBPA,AGA
22075,SPI1,FAM110A
22076,EP300,FLAD1
22077,ATF3,GPBAR1
22078,RXRA,GSN
22079,JUND,ABHD2
22080,GABPA,PRPSAP2
22081,RUNX3,TTC39C
22082,IRF5,JUND
22083,BCL6,SULF2
22084,ELF1,NARF
22085,ATF3,DOCK5
22086,LMO2,SERPINB1
22087,EP300,PDCL
22088,MAZ,PKIG
22089,BRD3,TAF6
22090,GABPA,NUP37
22091,ESRRA,KCTD12
22092,TAF1,CD53
22093,IRF5,ITPK1
22094,CDK9,ABI2
22095,ETS1,UBE2F
22096,TAF1,RPL32
22097,BCL6,LINC01272
22098,GABPA,NRGN
22099,STAT1,TOR1AIP2
22100,STAT5B,KLF2
22101,STAT4,SCARB2
22102,ATF3,PI4KA
22103,RUNX3,TFG
22104,ETV6,FOSB
22105,JUND,EIF2AK4
22106,POU2F2,SH3BGRL
22107,ETS1,CBFB
22108,BCL6,LTBP4
22109,CBFB,FAM102A
22110,SIN3A,NAA25
22111,STAT5B,LGALS3BP
22112,STAT4,DNAJC5
22113,NFYB,IP6K2
22114,FOS,MSRB1
22115,STAT1,AGTRAP
22116,GABPA,ORAI2
22117,ETS1,MBOAT7
22118,JUND,SRD5A3
22119,GABPA,AP2M1
22120,CBFB,POLRMT
22121,POU2F2,TBXAS1
22122,CEBPA,GNPTG
22123,BATF,NDUFAF1
22124,FLI1,DCAF12
22125,POU2F2,GPBAR1
22126,FLI1,ACAP3
22127,GABPA,RCHY1
22128,RUNX3,ANXA5
22129,ESRRA,EEF1A1
22130,FLI1,CD19
22131,MAZ,CLN6
22132,POLR2A,GRN
22133,CDK9,UBXN2B
22134,RUNX3,UQCRB
22135,SPI1,ARL4A
22136,POU2F1,BAP1
22137,CEBPA,SH3GLB2
22138,POLR2A,UPF3A
22139,RUNX3,MESDC2
22140,CDK9,ADD1
22141,ETV6,TMEM41A
22142,LMO2,FXN
22143,GABPA,MRTO4
22144,GABPA,DCUN1D5
22145,ETS1,E2F3
22146,EGR1,TMEM189
22147,CTBP2,TBC1D17
22148,CEBPA,GMFG
22149,SPI1,BIN2
22150,ELF1,SEMA4A
22151,SPI1,POLR2G
22152,POU2F2,KIAA1715
22153,MAZ,TMEM256
22154,RXRA,FCF1
22155,IRF5,PLA2G16
22156,SPI1,PSMD12
22157,GATA3,TIPRL
22158,STAT5B,PSMB8-AS1
22159,TBP,TOM1
22160,FOS,PLIN3
22161,GABPA,RAD51C
22162,TBP,NAA25
22163,EP300,IFITM3
22164,GABPA,EZR
22165,ETS1,PRKAR2A
22166,POLR2A,BLOC1S1
22167,RARA,LTBR
22168,JUND,RING1
22169,ETS1,MAPKAPK2
22170,ETS1,CCDC124
22171,IRF1,MT-CYB
22172,RUNX3,C14orf119
22173,ETS1,VAMP4
22174,MAZ,NUBP1
22175,MAZ,B3GNT2
22176,TBP,DAZAP2
22177,JUND,PRR5
22178,TBX21,RAB34
22179,ATF2,SLC35A4
22180,RARA,LILRB3
22181,ETS1,RPS6
22182,GABPA,ACTB
22183,CEBPA,CIRBP
22184,CEBPA,DNTTIP1
22185,CREBBP,NAA25
22186,LMO2,ARPC3
22187,STAT4,FAM45A
22188,GABPA,LAPTM4A
22189,CEBPA,ASXL2
22190,GABPA,ARMC6
22191,RXRA,KDM3A
22192,ESRRA,UQCRH
22193,RUNX3,RNF166
22194,EP300,VPS26B
22195,CREBBP,DAZAP2
22196,SPIB,LPAR6
22197,POLR2A,FBXO42
22198,FOXP1,COMTD1
22199,FLI1,FAM105A
22200,GABPA,VPS13A
22201,RUNX3,TRAM1
22202,TCF12,SLA2
22203,CDK9,MZB1
22204,CEBPA,RALY
22205,ESRRA,TMEM243
22206,CREBBP,MSH2
22207,RAD21,DHRS1
22208,NFYB,LRRC8C
22209,SPI1,FNBP1
22210,TBP,SUGP2
22211,ATF3,P4HB
22212,ETS1,CDC42SE2
22213,EP300,FBXO22
22214,EP300,ZNF593
22215,GATA3,BRK1
22216,SPI1,TTC39B
22217,BATF,ITGAX
22218,RARA,MSRB1
22219,LMO2,ESRRA
22220,CEBPA,FKBP5
22221,GABPA,DNAJC10
22222,STAT4,SP100
22223,GABPA,PRDX5
22224,STAT4,IGHD
22225,MEF2C,LBH
22226,BATF,TNFAIP8L2
22227,TAF1,KDM3B
22228,ATF3,POLE3
22229,STAT5B,KDSR
22230,SPIB,LMAN2
22231,MEF2C,CPNE2
22232,GABPA,GLRX3
22233,TCF12,GIMAP8
22234,POU2F2,KPNB1
22235,TCF12,GMIP
22236,BATF,POU2AF1
22237,STAT4,SLC1A5
22238,TAF1,SYMPK
22239,GATA3,CD99
22240,ETS1,UBXN2B
22241,JUND,DSTYK
22242,BHLHE40,MAPK1
22243,TCF12,NT5C
22244,RAD21,CIRBP
22245,ETV6,LILRA5
22246,FOXP1,EIF4E3
22247,FLI1,HSCB
22248,NFYB,PML
22249,FOXP1,APC
22250,ATF3,EAF1
22251,ELF1,POLR2F
22252,FOXP1,CAMK1
22253,POU2F1,ELMO1
22254,FLI1,IQGAP2
22255,FOXP1,SCAP
22256,LMO2,AURKAIP1
22257,CBFB,RGS3
22258,TAF1,MT-CO1
22259,CTBP2,PXN
22260,BCL6,TTC39B
22261,STAT4,CREB3
22262,ZZZ3,ARSG
22263,MAX,SARNP
22264,CTBP2,ZNF467
22265,SPI1,POP7
22266,FLI1,HNRNPAB
22267,SPI1,NECAP1
22268,TCF12,SERPINB6
22269,GABPA,IPO9
22270,SPI1,VPS33A
22271,TBX21,STAT4
22272,FLI1,IER2
22273,STAT4,ALDH3A2
22274,BCL6,IFI44
22275,SPI1,TM2D3
22276,BCL11A,GAK
22277,SPI1,COMMD6
22278,CEBPA,NUP98
22279,ESRRA,GADD45A
22280,CTBP2,AOAH
22281,SPI1,RPL10
22282,ETS1,PPP1R15B
22283,CDK9,USP38
22284,BATF,PPP1CA
22285,MAZ,ABHD5
22286,ETS1,ANXA6
22287,IRF1,LEO1
22288,FOXP1,NFKBIZ
22289,IRF5,ARPC5
22290,EP300,PPTC7
22291,FLI1,EXOC5
22292,ETV6,CLPTM1L
22293,EP300,TNFRSF1A
22294,ATF3,PDK2
22295,TAF1,FERMT3
22296,MEF2C,HRH2
22297,FOS,GBP1
22298,NFYB,RPL14
22299,TBP,CKAP4
22300,ETS1,GSTK1
22301,POU2F2,EAF1
22302,JUND,SLC2A4RG
22303,TBX21,CPNE2
22304,ATF2,HNRNPA2B1
22305,SPI1,ATP13A1
22306,RUNX3,ABHD12
22307,BCL6,KIAA2013
22308,IRF1,PDCL
22309,ELF1,TUBA1C
22310,TBX21,CDK19
22311,EP300,RPS28
22312,GABPA,GDE1
22313,IRF1,RBX1
22314,TBP,TAF6
22315,BCL6,POP7
22316,CREBBP,HNRNPD
22317,MAZ,THRAP3
22318,CREBBP,SIRPG
22319,MAZ,PASK
22320,FLI1,CISH
22321,LMO2,USB1
22322,BCL6,VPS33A
22323,ATF3,SVIL
22324,TCF12,SPI1
22325,TBP,IL17RA
22326,FOXP1,CD48
22327,TAF1,RP11-347P5.1
22328,CREBBP,MARS
22329,NFYB,MAST3
22330,RXRA,ATP6V1A
22331,FOXP1,PITPNM1
22332,BCL6,RPL10
22333,NFYB,BHLHE40
22334,ETS1,ZBP1
22335,FOS,PROSC
22336,POU2F2,IGF2R
22337,MAZ,MYL12B
22338,CREBBP,PDIA6
22339,BRD3,UBE2H
22340,ETV6,CSF1R
22341,ZZZ3,ICOS
22342,CBFB,MBD5
22343,POLR2A,VDAC2
22344,SPIB,TMEM222
22345,GABPA,FZR1
22346,CTBP2,INPP4B
22347,IRF1,CBX4
22348,CREBBP,TAF6
22349,BHLHE40,OGFOD3
22350,FOS,SCML4
22351,FOXP1,VPS45
22352,IRF5,CCDC28B
22353,GABPA,SH3GL1
22354,MYC,ATP5A1
22355,GABPA,TMEM129
22356,SPIB,TAPBP
22357,CBFB,MARCKSL1
22358,LMO2,YPEL5
22359,NFYB,CCDC88A
22360,GABPA,ATP11A
22361,TBP,ATAD2B
22362,MEF2C,ENSA
22363,GATA3,BLOC1S1
22364,ETS1,EIF3A
22365,CREBBP,APH1A
22366,ATF3,PIK3R5
22367,ZZZ3,ITM2B
22368,CEBPA,NDUFB2
22369,MAZ,PFN1
22370,STAT5B,DNAJC13
22371,RARA,XPNPEP1
22372,GABPA,ADIPOR2
22373,SPIB,RAB35
22374,CDK9,HEBP1
22375,TBX21,FUCA2
22376,JUND,ITGAM
22377,JUND,MLLT3
22378,ETS1,ARPC4
22379,TCF12,ZFP36L2
22380,CDK9,FAM78A
22381,MAZ,MZF1
22382,MAZ,ATG4B
22383,ETS1,PTAR1
22384,BHLHE40,RPL36A
22385,BCL6,SH3BGRL3
22386,GABPA,SETDB2
22387,CEBPA,GNAI2
22388,GATA3,FRAT2
22389,BATF,CAPZA1
22390,RUNX3,RPL10A
22391,TCF12,LTBR
22392,CEBPA,DEXI
22393,ZZZ3,SLC8B1
22394,STAT4,TMEM176B
22395,CEBPA,FOS
22396,FLI1,AKTIP
22397,EP300,DZIP3
22398,POLR2A,MAN2B1
22399,MEF2C,RP11-231C14.7
22400,SPI1,ERP44
22401,LMO2,RAB27A
22402,SPI1,LIMD2
22403,BCL6,ARHGAP26
22404,BHLHE40,PTGER2
22405,IRF1,C5orf15
22406,SPI1,NFKBIA
22407,CTBP2,RFFL
22408,RXRA,MR1
22409,CBFB,FKBP11
22410,ATF3,APOBEC3A
22411,MAZ,MAGED2
22412,FOS,PLAC8
22413,GATA3,HAVCR2
22414,MAZ,HLA-A
22415,CTBP2,CDKN2AIP
22416,JUND,KIF22
22417,ETS1,USP38
22418,ATF3,TMEM91
22419,MAZ,CTBP1
22420,GABPA,RFX1
22421,STAT4,RPL27A
22422,TBP,AZI2
22423,CTBP2,MALAT1
22424,FLI1,AP2A2
22425,RARA,GBP1
22426,FOXP1,S100A9
22427,BATF,IDH3A
22428,CDK9,RPL18A
22429,IRF1,TLR2
22430,LMO2,MOGS
22431,BHLHE40,USP28
22432,CEBPA,NAA16
22433,ZZZ3,FHL3
22434,CTBP2,COX5B
22435,ETS1,DXO
22436,BHLHE40,MON2
22437,TBL1XR1,LMNA
22438,IRF1,QDPR
22439,BCL6,ERP44
22440,IRF1,VPS26B
22441,LMO2,POU2F2
22442,TCF12,MSRB1
22443,BCL6,LIMD2
22444,STAT4,CCDC84
22445,TBP,RPS4X
22446,GABPA,RAC1
22447,TBP,CHKB
22448,SPI1,NOP16
22449,RARA,ERN1
22450,JUND,ANPEP
22451,TAF1,SLC35A1
22452,BCL6,NFKBIA
22453,LMO2,DVL2
22454,POU2F2,CDK5RAP1
22455,ZZZ3,RXRA
22456,ATF3,NOP10
22457,CBFB,GALK1
22458,FOXP1,TPT1
22459,NFYB,INIP
22460,ESRRA,LRRC25
22461,RAD21,GNAI2
22462,NFYB,FAM53C
22463,EP300,GSTP1
22464,ESRRA,REEP3
22465,BATF,TPRG1L
22466,RUNX3,ARID4B
22467,FOXP1,ARHGAP24
22468,CEBPA,MVB12A
22469,ETS1,PDIA3
22470,STAT5B,NDUFA2
22471,ETS1,CCDC59
22472,SREBF2,LPCAT2
22473,POU2F2,TMEM91
22474,CDK9,TSTD1
22475,STAT5B,ADAM8
22476,MAX,FNBP1
22477,SPI1,LSR
22478,TAF1,BACH1
22479,ETS1,SHFM1
22480,MAZ,TGS1
22481,BATF,CYB561A3
22482,CREBBP,CHKB
22483,FOS,RPL36A
22484,BHLHE40,S100A6
22485,MYC,UBXN11
22486,TAF1,ARSG
22487,BATF,KCNE3
22488,POU2F1,PPP1R15B
22489,JUND,LAMTOR5
22490,GABPA,TRAPPC10
22491,POLR2A,IRF2BPL
22492,BATF,ACOT9
22493,ZNF143,MIEF1
22494,STAT1,UBE2N
22495,FOS,PTGER2
22496,EP300,COMMD10
22497,TCF12,PLIN3
22498,POU2F2,CMTM3
22499,RUNX3,PSMD12
22500,STAT4,RPL28
22501,SPI1,WDR18
22502,STAT5B,SEC62
22503,TBX21,RBP7
22504,MAZ,EVL
22505,EP300,RPS18
22506,GATA3,CHST11
22507,SPI1,SMYD2
22508,ETV6,JUN
22509,JUND,RNF14
22510,TBX21,SLF2
22511,CTBP2,GMFG
22512,CTBP2,LINC00152
22513,ETS1,SIPA1L1
22514,MAZ,THOC6
22515,IRF1,RPL31
22516,POLR2A,MRPL27
22517,SPI1,SIAH2
22518,POU2F1,MZB1
22519,GABPA,SH3BGRL
22520,SREBF2,MTHFD2
22521,SPI1,YRDC
22522,ESRRA,LPIN2
22523,CEBPA,DAD1
22524,MEF2C,MT-CO2
22525,GATA3,HNRNPLL
22526,STAT4,CSK
22527,LYL1,TOR1AIP1
22528,CDK9,VCPKMT
22529,MEF2C,LINC00623
22530,RARA,PLAC8
22531,TCF12,THOC6
22532,ATF3,PCNP
22533,CEBPA,IQSEC1
22534,RAD21,PRDX2
22535,LMO2,NUDT1
22536,BATF,POLR2J3
22537,TBP,SPRYD3
22538,GABPA,TBXAS1
22539,CEBPA,DERA
22540,FLI1,CFAP36
22541,GABPA,ABHD14B
22542,ETV6,ESYT2
22543,CEBPA,GPR171
22544,CEBPA,ETHE1
22545,RAD21,MVB12A
22546,CEBPA,RCBTB2
22547,ATF3,DNASE1L1
22548,LMO2,STOM
22549,CBFB,CSK
22550,ETS1,STAMBP
22551,TAF1,ID1
22552,BATF,HIST3H2A
22553,ZZZ3,H1F0
22554,IRF1,TNFRSF1A
22555,GATA3,ELOVL5
22556,STAT5B,SF3A1
22557,EP300,IDS
22558,ETV6,IRF5
22559,ATF3,UTP14A
22560,MAZ,PRKCD
22561,BHLHE40,CYBA
22562,FLI1,DAAM1
22563,BCL6,SIAH2
22564,SPI1,SUB1
22565,TBX21,RPS5
22566,SPI1,RGL2
22567,IRF1,RPS28
22568,GABPA,KIAA1715
22569,IRF1,LPXN
22570,EP300,DYNLT1
22571,EP300,AIMP1
22572,STAT1,TPT1
22573,EP300,MTFP1
22574,ETS1,CBR4
22575,BCL6,CD14
22576,TBX21,AGO4
22577,FOS,S100A6
22578,BRD3,STK38
22579,POLR2A,RXRA
22580,EP300,ACTN1
22581,BHLHE40,PKM
22582,EP300,DCP2
22583,CEBPA,HLA-DRB1
22584,ESRRA,TMEM41A
22585,BCL11A,FLAD1
22586,SPI1,NCKAP1L
22587,FOXP1,CD300A
22588,ETS1,TSTD1
22589,CEBPA,IRAK3
22590,EP300,STAT5B
22591,RXRA,CUL4B
22592,RAD21,DAD1
22593,STAT4,TARBP2
22594,BATF,EPHX2
22595,RARA,RPL36A
22596,ATF3,VPS13C
22597,FLI1,MIEN1
22598,NFYB,GTF2I
22599,MEF2C,DENND5A
22600,ETV6,SPATA13
22601,NFYB,FOSL2
22602,CREBBP,XXbac-BPG299F13.17
22603,TBX21,LINC00623
22604,EP300,DPH7
22605,ELF1,ARHGEF3
22606,RAD21,IQSEC1
22607,SPI1,NPDC1
22608,JUND,POLR1E
22609,CEBPA,ZC3H11A
22610,RARA,PTGER2
22611,BCL6,SUB1
22612,BHLHE40,HMOX2
22613,BCL6,POLR2L
22614,RUNX3,KIAA2013
22615,SPI1,LMNB1
22616,RAD21,ETHE1
22617,POU2F2,SH2B3
22618,RXRA,POLR3H
22619,FOS,SLCO3A1
22620,POU2F2,CDA
22621,MEF2C,DCK
22622,CEBPA,ZFP91
22623,ETS1,IL6R
22624,GABPA,MKNK1
22625,MAZ,PARP10
22626,ESRRA,TUBA4A
22627,FLI1,CLIC3
22628,RUNX3,NECAP1
22629,IRF1,PAK1
22630,ZZZ3,C4orf3
22631,RXRA,FBXL12
22632,CEBPA,XCL2
22633,ATF3,LINC00649
22634,CREBBP,MZT2A
22635,CDK9,OGFRL1
22636,MEF2C,GALM
22637,ZZZ3,H3F3B
22638,EP300,ATF6B
22639,ETS1,VCPKMT
22640,CDK9,CHMP4A
22641,RUNX3,PRPF19
22642,BCL6,NPDC1
22643,FOS,SIRPB1
22644,MAZ,FGD5-AS1
22645,MAZ,BBX
22646,BCL6,QTRT1
22647,GABPA,KPNB1
22648,RARA,DPYSL2
22649,BATF,RPL10A
22650,TBL1XR1,RARA
22651,BHLHE40,PDK1
22652,CDK9,CD99
22653,RXRA,CSF2RA
22654,GATA3,ICOS
22655,FOS,PKM
22656,TBP,C11orf1
22657,FOXP1,GPRIN3
22658,BCL11A,IFITM3
22659,ATF3,TESC
22660,MEF2C,OBFC1
22661,EP300,IMP3
22662,TCF12,PROSC
22663,RUNX3,SH3BGRL3
22664,FLI1,KLRG1
22665,EP300,TAZ
22666,NFYB,LPCAT2
22667,GABPA,RASGRP2
22668,POU2F2,EMILIN2
22669,GATA3,IRF2BPL
22670,EP300,DDX10
22671,CEBPA,CES1
22672,CDK9,ATF7
22673,RXRA,NPM3
22674,ETS1,TIPRL
